Date,Open,High,Low,Close,Adj Close,Volume
2010-08-01,152.820007,157.250000,135.789993,136.929993,124.302452,135451900
2010-09-01,139.009995,154.699997,137.800003,144.580002,131.576492,140199700
2010-10-01,145.199997,163.789993,144.699997,161.130005,146.638031,141630000
2010-11-01,161.770004,171.610001,156.139999,156.139999,142.096802,119779000
2010-12-01,158.449997,171.229996,157.000000,168.160004,153.372726,93645400
2011-01-01,170.550003,175.339996,160.119995,163.619995,149.231949,116535100
2011-02-01,163.860001,169.899994,161.320007,163.779999,149.377884,82986600
2011-03-01,163.550003,165.179993,153.259995,158.600006,144.960663,112097700
2011-04-01,159.770004,164.399994,149.550003,151.009995,138.023392,101954000
2011-05-01,152.199997,153.070007,133.639999,140.729996,128.627457,144717100
2011-06-01,139.949997,140.000000,128.300003,133.089996,121.957733,135783900
2011-07-01,133.429993,139.250000,125.500000,134.970001,123.680519,113317000
2011-08-01,136.919998,137.339996,103.160004,116.220001,106.498833,230480100
2011-09-01,115.550003,115.550003,91.400002,94.550003,86.903450,166764200
2011-10-01,93.739998,118.070000,84.269997,109.550003,100.690369,179485000
2011-11-01,103.489998,109.260002,87.599998,95.860001,88.107513,150193800
2011-12-01,94.580002,106.099998,86.900002,90.430000,83.438347,158615200
2012-01-01,92.970001,112.500000,92.419998,111.470001,102.851624,159706200
2012-02-01,112.610001,118.660004,111.400002,115.139999,106.237869,114450200
2012-03-01,115.970001,128.720001,113.110001,124.370003,115.100838,148682900
2012-04-01,124.139999,125.540001,110.070000,115.150002,106.568008,118236700
2012-05-01,114.839996,116.480003,93.699997,95.699997,88.567581,121117300
2012-06-01,94.070000,97.599998,90.430000,95.860001,89.139725,104497000
2012-07-01,96.559998,102.180000,91.150002,100.900002,93.826370,96498800
2012-08-01,101.269997,107.339996,96.720001,105.720001,98.308472,70895400
2012-09-01,105.550003,122.599998,105.540001,113.680000,106.175056,91155600
2012-10-01,116.669998,126.480003,116.220001,122.389999,114.310020,96115200
2012-11-01,122.820000,126.730003,113.839996,117.790001,110.013710,78473200
2012-12-01,118.419998,129.720001,115.620003,127.559998,119.643913,80380300
2013-01-01,131.300003,148.000000,129.619995,147.860001,138.684113,98912700
2013-02-01,148.509995,159.000000,146.619995,149.759995,140.466232,92481400
2013-03-01,148.119995,157.190002,144.679993,147.149994,138.487167,82855700
2013-04-01,146.669998,151.449997,137.289993,146.070007,137.470795,81816700
2013-05-01,145.830002,165.830002,140.389999,162.080002,152.538223,89480300
2013-06-01,161.559998,168.199997,148.710007,151.250000,142.795654,76021100
2013-07-01,152.779999,167.410004,149.279999,164.029999,154.861267,65295900
2013-08-01,165.740005,169.690002,151.330002,152.130005,143.626465,52123900
2013-09-01,154.479996,170.000000,153.419998,158.210007,149.855637,78759300
2013-10-01,158.860001,163.350006,152.830002,160.860001,152.365692,75131900
2013-11-01,161.029999,170.690002,159.610001,168.940002,160.018997,57399200
2013-12-01,169.880005,177.440002,164.770004,177.259995,168.450974,55718100
2014-01-01,176.949997,181.130005,163.300003,164.119995,155.963959,67649400
2014-02-01,165.149994,167.820007,159.770004,166.449997,158.178207,70386800
2014-03-01,164.220001,175.589996,160.770004,163.850006,156.233063,69380700
2014-04-01,164.759995,167.669998,151.649994,159.820007,152.390366,78693500
2014-05-01,159.800003,163.429993,153.710007,159.809998,152.380829,51072500
2014-06-01,159.779999,171.080002,157.910004,167.440002,160.200806,48294300
2014-07-01,166.350006,177.479996,161.529999,172.869995,165.396027,59886100
2014-08-01,172.380005,179.860001,168.020004,179.110001,171.366257,45996400
2014-09-01,179.259995,188.580002,176.619995,183.570007,176.178116,52395400
2014-10-01,183.190002,190.000000,171.259995,189.990005,182.339600,82923700
2014-11-01,190.350006,192.679993,187.550003,188.410004,180.823227,40108300
2014-12-01,188.000000,198.059998,182.399994,193.830002,186.618912,70221600
2015-01-01,195.300003,195.729996,172.320007,172.410004,165.995819,64059800
2015-02-01,172.990005,193.279999,172.259995,189.789993,182.729218,49895000
2015-03-01,190.000000,194.250000,182.710007,187.970001,181.545059,50232500
2015-04-01,187.940002,202.869995,186.960007,196.419998,189.706268,55644000
2015-05-01,198.449997,209.679993,194.009995,206.190002,199.142303,46676500
2015-06-01,207.320007,218.770004,205.649994,208.789993,202.282364,57889900
2015-07-01,211.630005,214.610001,203.199997,205.070007,198.678329,51974500
2015-08-01,205.750000,207.779999,172.100006,189.210007,183.312668,74833800
2015-09-01,184.240005,191.750000,167.490005,173.759995,168.924500,75849600
2015-10-01,174.399994,191.960007,169.869995,187.500000,182.282135,68586500
2015-11-01,188.320007,199.899994,186.559998,190.020004,184.731995,50684100
2015-12-01,191.220001,193.839996,172.899994,180.229996,175.814423,65369700
2016-01-01,175.789993,177.500000,151.119995,161.559998,157.601837,100176100
2016-02-01,160.410004,161.000000,139.050003,149.529999,145.866577,123602100
2016-03-01,150.949997,158.899994,148.750000,156.979996,153.799393,88170100
2016-04-01,156.460007,168.899994,149.369995,164.110001,160.784943,71341700
2016-05-01,165.080002,167.190002,153.740005,159.479996,156.248764,58401400
2016-06-01,157.899994,160.550003,138.199997,148.580002,146.166306,84291800
2016-07-01,148.490005,164.089996,142.619995,158.809998,156.230103,65640200
2016-08-01,158.809998,170.240005,155.369995,169.460007,166.707123,50531500
2016-09-01,170.000000,172.419998,157.770004,161.270004,159.270554,55287900
2016-10-01,160.500000,178.850006,160.250000,178.240005,176.030167,58790200
2016-11-01,179.000000,220.770004,174.729996,219.289993,216.571213,90387000
2016-12-01,220.929993,245.570007,220.350006,239.449997,237.214279,96023400
